experiment_id,target_id,target_column,model_id,model_label,combination_id,branches,branch_count,feature_count,oof_folds,rows,groups,records,complete_case_rows,balanced_accuracy_group_bootstrap_ci_low,balanced_accuracy_group_bootstrap_ci_high,class_0,class_1,prevalence,accuracy,balanced_accuracy,f1,precision,npv,recall_sensitivity,specificity,false_positive_rate,false_negative_rate,mcc,tn,fp,fn,tp,errors,roc_auc,average_precision,group_macro_accuracy,group_macro_sensitivity,group_macro_specificity,group_macro_balanced_accuracy,groups_with_positive_cases,groups_with_negative_cases,rank_within_target
noise_active__B3+B4__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B3+B4,B3+B4,2,21,2,2847,2,12,916,0.6590887358959647,0.7360949386741189,834,2013,0.7070600632244468,0.7337548296452406,0.7025208447251141,0.8051413881748072,0.8343100692594566,0.5391752577319587,0.7779433681073026,0.6270983213429256,0.37290167865707435,0.22205663189269748,0.38894360494739305,523,311,447,1566,758,0.7882486857012154,0.8846382718108428,0.7335303290376708,0.7782768241106017,0.616906850459482,0.6975918372850418,2,2,31
noise_active__B1+B2+B4__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B1+B2+B4,B1+B2+B4,3,39,2,2847,2,12,1281,0.6455823293172691,0.7465035191222895,834,2013,0.7070600632244468,0.7186512118018967,0.7100992827198748,0.7860005343307508,0.8502890173410405,0.5147717099373321,0.7307501241927471,0.6894484412470024,0.3105515587529976,0.26924987580725285,0.3916605595420144,575,259,542,1471,801,0.7709581961852277,0.8583816120543044,0.7209153407625468,0.7330946203693831,0.6589912280701754,0.6960429242197792,2,2,32
noise_active__B2__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B2,B2,1,16,2,2847,2,12,2035,0.663073151167003,0.7069866768661949,834,2013,0.7070600632244468,0.8106779065683175,0.6831789411987548,0.8809891808346213,0.7929252782193958,0.945619335347432,0.9910581222056631,0.3752997601918465,0.6247002398081535,0.00894187779433681,0.5201650129357319,313,521,18,1995,539,0.9573143273756552,0.982830213168338,0.8115615281767596,0.9911089786876117,0.3789508493455862,0.685029914016599,2,2,33
noise_active__B4__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B4,B4,1,8,2,2847,2,12,2751,0.6390721616625231,0.7186416446721524,834,2013,0.7070600632244468,0.5802599227256762,0.6782487571790555,0.5980491086444669,0.9260416666666667,0.40434552199258084,0.4416294088425236,0.9148681055155875,0.08513189448441247,0.5583705911574764,0.3431941309707759,763,71,1124,889,1195,0.7687239180339782,0.872990233406097,0.5776606278367233,0.4405424056106432,0.9171714007240324,0.6788569031673377,2,2,34
noise_active__B4__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B4,B4,1,8,2,2847,2,12,2751,0.6345540893733664,0.7162610619469026,834,2013,0.7070600632244468,0.5788549350193186,0.6744461360866597,0.5983249581239531,0.918724279835391,0.4026666666666667,0.44361649279682064,0.9052757793764988,0.09472422062350119,0.5563835072031793,0.3348593997202955,755,79,1120,893,1199,0.7909976043010599,0.879654420927562,0.5760827352312513,0.44241568042079826,0.9083994708994709,0.6754075756601345,2,2,35
noise_active__B1+B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B1+B4,B1+B4,2,23,2,2847,2,12,1695,0.6292630840823612,0.7207020131449567,834,2013,0.7070600632244468,0.7534246575342466,0.6851794272480674,0.8297769156159069,0.8105163429654192,0.5896739130434783,0.8499751614505713,0.5203836930455635,0.47961630695443647,0.15002483854942872,0.3849857202494272,434,400,302,1711,702,0.7793890074229737,0.8913639067584862,0.7547648058058147,0.8514618947767472,0.49850320245057084,0.674982548613659,2,2,36
noise_active__B1+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B4,B1+B4,2,23,2,2847,2,12,1695,0.5986565308854466,0.7376701340371578,834,2013,0.7070600632244468,0.7351598173515982,0.682095158448502,0.8122509960159362,0.8142785821268098,0.54739336492891,0.8102334823646299,0.5539568345323741,0.4460431654676259,0.18976651763537009,0.3629289476067995,462,372,382,1631,754,0.7641031734969699,0.89611682000252,0.7365023108826416,0.8120994301690538,0.5242272347535505,0.6681633324613021,2,2,37
noise_active__B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B4,B4,1,8,2,2847,2,12,2751,0.5738336438441236,0.7517211703958692,834,2013,0.7070600632244468,0.6993326308394802,0.6483326006854724,0.7839475012619889,0.7968188814776809,0.48775055679287305,0.771485345255837,0.5251798561151079,0.4748201438848921,0.22851465474416294,0.290554383392422,438,396,460,1553,856,0.7349819101499724,0.8788185478466257,0.6991398298929494,0.7699470448164338,0.5556077694235588,0.6627774071199963,2,2,38
noise_active__B1+B2+B3+B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B1+B2+B3+B4,B1+B2+B3+B4,4,52,2,2847,2,12,562,0.6284026807431559,0.6917989417989419,834,2013,0.7070600632244468,0.7987355110642782,0.6571770899226967,0.8752992383025027,0.778853601859024,0.9924528301886792,0.9990064580228515,0.31534772182254195,0.684652278177458,0.0009935419771485345,0.4924057278869047,263,571,2,2011,573,0.9173528539314599,0.9627361122807089,0.7998003361822854,0.9990167158308751,0.3211849067112225,0.6601008112710488,2,2,39
noise_active__B1+B2+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B2+B4,B1+B2+B4,3,39,2,2847,2,12,1281,0.6453028773999896,0.6746031746031746,834,2013,0.7070600632244468,0.7980330172110994,0.658787128270558,0.8744815542457979,0.7799844236760125,0.96415770609319,0.9950322901142573,0.3225419664268585,0.6774580335731415,0.004967709885742673,0.48612794984692764,269,565,10,2003,575,0.934888750698398,0.9733158360514824,0.7988034993789226,0.9950835791543756,0.3248224728487886,0.6599530260015821,2,2,40
noise_active__B1+B3+B4__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B3+B4,B1+B3+B4,3,36,2,2847,2,12,562,0.5555555555555556,0.763342260518553,834,2013,0.7070600632244468,0.7323498419388831,0.6769478604895517,0.8107302533532041,0.8107302533532041,0.5431654676258992,0.8107302533532041,0.5431654676258992,0.4568345323741007,0.18926974664679583,0.35389572097910343,453,381,381,1632,762,0.7625616347458545,0.8849403108453195,0.7331264063180924,0.8126843657817109,0.5062134502923976,0.6594489080370542,2,2,41
noise_active__B3+B4__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B3+B4,B3+B4,2,21,2,2847,2,12,916,0.5550535475234271,0.7631902396108265,834,2013,0.7070600632244468,0.730593607305936,0.6767593376863339,0.8089663760896637,0.8111888111888111,0.5396449704142012,0.8067560854446101,0.5467625899280576,0.45323741007194246,0.19324391455538997,0.3521736698679796,456,378,389,1624,767,0.7757638896334499,0.8991510372767411,0.7314047320473027,0.8087408631576454,0.5095029239766082,0.6591218935671268,2,2,42
noise_active__B1+B4__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B4,B1+B4,2,23,2,2847,2,12,1695,0.5713409192324854,0.7320647673756664,834,2013,0.7070600632244468,0.6782578152441167,0.6653827459641825,0.7537634408602151,0.8213239601640304,0.46403508771929824,0.6964729259811226,0.6342925659472423,0.3657074340527578,0.3035270740188773,0.3072245528100563,529,305,611,1402,916,0.7166299747087576,0.8620841041257961,0.6788221465268576,0.6980206963547405,0.6053849902534113,0.6517028433040759,2,2,43
noise_active__B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B4,B4,1,8,2,2847,2,12,2751,0.4917746985457745,0.7947823038184484,834,2013,0.7070600632244468,0.7038988408851422,0.6287378442998209,0.794640682095006,0.7796367112810707,0.49403973509933774,0.8102334823646299,0.447242206235012,0.552757793764988,0.18976651763537009,0.2654525032567948,373,461,382,1631,843,0.7913892432998458,0.9113843083454812,0.7070500449132419,0.8101402660790655,0.47641673628515735,0.6432785011821114,2,2,44
noise_active__B2__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B2,B2,1,16,2,2847,2,12,2035,0.6028049474719246,0.656084656084656,834,2013,0.7070600632244468,0.7804706708816298,0.6270554346388761,0.8653307476836889,0.7640791476407914,0.9771689497716894,0.9975161450571287,0.2565947242206235,0.7434052757793765,0.0024838549428713363,0.43400368475851153,214,620,5,2008,625,0.9551232337527891,0.9818391040827112,0.7814889258472001,0.9975417895771879,0.2613478139793929,0.6294448017782903,2,2,45
noise_active__B2+B3+B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B2+B3+B4,B2+B3+B4,3,37,2,2847,2,12,868,0.6130518035501734,0.6402116402116402,834,2013,0.7070600632244468,0.7801194239550404,0.6254025095869653,0.8653184165232358,0.7631878557874763,0.9905660377358491,0.9990064580228515,0.2517985611510791,0.7482014388489209,0.0009935419771485345,0.43479335289024656,210,624,2,2011,626,0.9475102481353219,0.9796239959458857,0.7808559900627599,0.9990167158308751,0.25424672793093844,0.6266317218809068,2,2,46
noise_active__B1+B3+B4__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B1+B3+B4,B1+B3+B4,3,36,2,2847,2,12,562,0.5512605979473449,0.6962492884127723,834,2013,0.7070600632244468,0.6726378644186863,0.6410427544700454,0.7560209424083769,0.7991145545102379,0.4528846153846154,0.7173373075012419,0.564748201438849,0.4352517985611511,0.2826626924987581,0.26661829286879424,471,363,569,1444,932,0.6510279109052549,0.7800000732393735,0.6749318889946252,0.7199757732996884,0.5275341130604289,0.6237549431800586,2,2,47
noise_active__B2+B3__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B2+B3,B2+B3,2,29,2,2847,2,12,868,0.6047715158101744,0.6402116402116402,834,2013,0.7070600632244468,0.7776606954689147,0.620854732011708,0.8640755851406485,0.7609682299546142,0.9950738916256158,0.9995032290114257,0.2422062350119904,0.7577937649880095,0.0004967709885742673,0.42748395991695853,202,632,1,2012,633,0.9369130626944049,0.9735178140473429,0.7784798868719928,0.9995083579154376,0.24547479810637704,0.6224915780109073,2,2,48
noise_active__B1+B3+B4__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B1+B3+B4,B1+B3+B4,3,36,2,2847,2,12,562,0.5456906993051571,0.6883830150597733,834,2013,0.7070600632244468,0.6613979627678258,0.6341478233210749,0.7451084082496033,0.7964951950254381,0.4397031539888683,0.6999503229011426,0.5683453237410072,0.4316546762589928,0.30004967709885744,0.2517359505207818,474,360,604,1409,964,0.6756008010283278,0.8051910388795074,0.6636783796843919,0.7025713473362476,0.5315023670286828,0.6170368571824651,2,2,49
noise_active__B2+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B2+B4,B2+B4,2,24,2,2847,2,12,2035,0.5992063492063492,0.603296589556487,834,2013,0.7070600632244468,0.7657182999648753,0.6015244436343623,0.8576307363927428,0.7518712574850299,0.9771428571428571,0.998012916045703,0.20503597122302158,0.7949640287769785,0.001987083954297069,0.3847408280627192,171,663,4,2009,667,0.947694899222202,0.9792304589663219,0.7661806253464842,0.9980334316617503,0.20446950710108602,0.6012514693814182,2,2,50
noise_active__B2+B3__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B2+B3,B2+B3,2,29,2,2847,2,12,868,0.5714285714285714,0.6052631578947368,834,2013,0.7070600632244468,0.7597471022128557,0.5899280575539568,0.8547770700636943,0.746384872080089,1.0,1.0,0.17985611510791366,0.8201438848920863,0.0,0.3663903430327305,150,684,0,2013,684,0.9435447171324043,0.9774716902425085,0.7598964772009712,1.0,0.17669172932330826,0.5883458646616542,2,2,51
noise_active__B2+B3+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B2+B3+B4,B2+B3+B4,3,37,2,2847,2,12,868,0.5634920634920635,0.6052631578947368,834,2013,0.7070600632244468,0.7576396206533192,0.5863309352517986,0.8536895674300254,0.7447280799112098,1.0,1.0,0.17266187050359713,0.8273381294964028,0.0,0.35858910091359697,144,690,0,2013,690,0.9525553923478207,0.981713072404738,0.757713071087434,1.0,0.16875522138680032,0.5843776106934002,2,2,52
noise_active__B1+B4__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B1+B4,B1+B4,2,23,2,2847,2,12,1695,0.5272518646012622,0.628596749987062,834,2013,0.7070600632244468,0.613277133825079,0.5937985825944312,0.7008964955175224,0.7733812949640287,0.38676844783715014,0.6408345752608048,0.5467625899280576,0.45323741007194246,0.3591654247391952,0.1733310063295848,456,378,723,1290,1101,0.6230324235395588,0.7763756100203698,0.6161963375697045,0.6436305694755423,0.5122180451127819,0.5779243072941621,2,2,53
noise_active__B1+B2+B3+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B2+B3+B4,B1+B2+B3+B4,4,52,2,2847,2,12,562,0.548941798941799,0.6052631578947368,834,2013,0.7070600632244468,0.753775904460836,0.579736211031175,0.851702982864396,0.7417096536477524,1.0,1.0,0.15947242206235013,0.8405275779376499,0.0,0.34392184422370425,133,701,0,2013,701,0.944040296823644,0.9770036110785081,0.7537101598792827,1.0,0.1542049568365358,0.5771024784182679,2,2,54
noise_active__B1+B4__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B1+B4,B1+B4,2,23,2,2847,2,12,1695,0.504884617836425,0.6452317186772241,834,2013,0.7070600632244468,0.5964172813487882,0.5917078557720142,0.6787811014816886,0.7762148337595908,0.37724084177708495,0.6030799801291604,0.580335731414868,0.4196642685851319,0.3969200198708395,0.16776823870753654,484,350,799,1214,1149,0.6597333161786516,0.8025384242842917,0.5985334270137586,0.6056127163521342,0.5445036201615149,0.5750581682568245,2,2,55
noise_active__B1+B2+B3__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B2+B3,B1+B2+B3,3,44,2,2847,2,12,562,0.5238095238095238,0.6052631578947368,834,2013,0.7070600632244468,0.7471022128556375,0.5683453237410072,0.8482932996207333,0.7365532381997805,1.0,1.0,0.1366906474820144,0.8633093525179856,0.0,0.3173010227441796,114,720,0,2013,720,0.9454224995562417,0.9772798691583999,0.7467960405197485,1.0,0.12907268170426064,0.5645363408521303,2,2,56
noise_active__B3+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B3+B4,B3+B4,2,21,2,2847,2,12,916,0.5460526315789473,0.5555555555555556,834,2013,0.7070600632244468,0.7365648050579557,0.5503597122302158,0.842964824120603,0.7285559174809989,1.0,1.0,0.10071942446043165,0.8992805755395683,0.0,0.2708869371083219,84,750,0,2013,750,0.7998429870112852,0.9150346574532195,0.7371997260736933,1.0,0.10160818713450293,0.5508040935672515,2,2,57
noise_active__B1+B3+B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B1+B3+B4,B1+B3+B4,3,36,2,2847,2,12,562,0.5357142857142857,0.5646929824561404,834,2013,0.7070600632244468,0.7372672989111345,0.5515587529976019,0.8433179723502304,0.7290836653386454,1.0,1.0,0.10311750599520383,0.8968824940047961,0.0,0.27419206631768717,86,748,0,2013,748,0.7770510864036044,0.900314876610623,0.737511747110285,1.0,0.10040726817042607,0.550203634085213,2,2,58
noise_active__B1__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B1,B1,1,15,2,2847,2,12,1695,0.5391372975210889,0.5612051380123669,834,2013,0.7070600632244468,0.6357569371268001,0.5514068625874263,0.7456463085602159,0.7364341085271318,0.37037037037037035,0.7550919026328863,0.34772182254196643,0.6522781774580336,0.24490809736711375,0.10479010612081247,290,544,493,1520,1037,0.5903277378097521,0.8025465832310711,0.6370157744791991,0.7556612882207295,0.34468114731272625,0.550171217766728,2,2,59
noise_active__B3+B4__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B3+B4,B3+B4,2,21,2,2847,2,12,916,0.5396825396825397,0.5587188842312271,834,2013,0.7070600632244468,0.7362135581313664,0.5501113267359287,0.8427225130890053,0.7284576393917451,0.9882352941176471,0.9995032290114257,0.10071942446043165,0.8992805755395683,0.0004967709885742673,0.26800908104174515,84,750,1,2012,751,0.8098463107308489,0.9157458095995805,0.7365667902892531,0.9995083579154376,0.09889306599832914,0.5492007119568834,2,2,60
noise_active__B1__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B1,B1,1,15,2,2847,2,12,1695,0.5036495187097596,0.5738433473063189,834,2013,0.7070600632244468,0.5289778714436248,0.5489337293205674,0.6005361930294906,0.75,0.3313373253493014,0.5007451564828614,0.5971223021582733,0.4028776978417266,0.4992548435171386,0.08922038626123112,498,336,1005,1008,1341,0.5223773291352016,0.7602104676183713,0.5306210478570603,0.5024789423179443,0.5750139236981342,0.5387464330080393,2,2,61
noise_active__B1__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B1,B1,1,15,2,2847,2,12,1695,0.5137932683113406,0.5620762821508047,834,2013,0.7070600632244468,0.6297857393747804,0.5464820394057333,0.7406496062992126,0.7337883959044369,0.36180904522613067,0.7476403378042722,0.34532374100719426,0.6546762589928058,0.25235966219572775,0.09427156544492409,288,546,508,1505,1054,0.5753620650424518,0.7562516952887086,0.631734392277887,0.7492195922332398,0.3266499582289056,0.5379347752310727,2,2,62
noise_active__B1__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1,B1,1,15,2,2847,2,12,1695,0.5095939312806782,0.5587900429539927,834,2013,0.7070600632244468,0.6308394801545486,0.541960172547506,0.743470832316329,0.730806142034549,0.3577981651376147,0.756582215598609,0.3273381294964029,0.6726618705035972,0.24341778440139095,0.08623052843855482,273,561,490,1523,1051,0.5489018621168639,0.7659764969757106,0.632508145157226,0.7579551243321367,0.3104288499025341,0.5341919871173354,2,2,63
noise_active__B1+B3+B4__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B3+B4,B1+B3+B4,3,36,2,2847,2,12,562,0.5,0.5555555555555556,834,2013,0.7070600632244468,0.7218124341412012,0.5251798561151079,0.8356164383561644,0.7176470588235294,1.0,1.0,0.050359712230215826,0.9496402877697842,0.0,0.19010654740227573,42,792,0,2013,792,0.797465157531203,0.9119699968915247,0.7229431069290904,1.0,0.05555555555555555,0.5277777777777778,2,2,64
noise_active__B1__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B1,B1,1,15,2,2847,2,12,1695,0.49664583656782074,0.5241441958309428,834,2013,0.7070600632244468,0.539866526167896,0.5151997626935709,0.6385209713024282,0.718187461204221,0.3074433656957929,0.5747640337804272,0.4556354916067146,0.5443645083932853,0.42523596621957277,0.027913526703740064,380,454,856,1157,1310,0.4734001174619172,0.6710563379232639,0.5423422181508789,0.5762933740863158,0.4444966583124478,0.5103950161993818,2,2,65
noise_active__B1+B3__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B1+B3,B1+B3,2,28,2,2847,2,12,562,0.5,0.5,834,2013,0.7070600632244468,0.7070600632244468,0.5,0.828395061728395,0.7070600632244468,,1.0,0.0,1.0,0.0,,0,834,0,2013,834,0.5240531866608055,0.733400291926712,0.7076592641343307,1.0,0.0,0.5,2,2,66
noise_active__B3__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B3,B3,1,13,2,2847,2,12,940,0.4975417895771878,0.5,834,2013,0.7070600632244468,0.7053038285914999,0.49875807252856436,0.8271884654994851,0.7065446868402533,0.0,0.9975161450571287,0.0,1.0,0.0024838549428713363,-0.02699815605006558,0,834,5,2008,839,0.6186719774701848,0.7968338593003989,0.705962047569497,0.9975417895771879,0.0,0.49877089478859393,2,2,67
noise_active__B3__random_forest,noise_active,target_noise_active_binary,random_forest,Random forest,B3,B3,1,13,2,2847,2,12,940,0.4970501474926254,0.5,834,2013,0.7070600632244468,0.7049525816649105,0.49850968703427717,0.826946847960445,0.706441393875396,0.0,0.9970193740685543,0.0,1.0,0.0029806259314456036,-0.029580202734498302,0,834,6,2007,840,0.6032137032549818,0.7733152483840952,0.7056226042565302,0.9970501474926254,0.0,0.4985250737463127,2,2,68
noise_active__B3__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B3,B3,1,13,2,2847,2,12,940,0.49557522123893805,0.5,834,2013,0.7070600632244468,0.7038988408851422,0.4977645305514158,0.826221397649969,0.7061310782241015,0.0,0.9955290611028316,0.0,1.0,0.004470938897168405,-0.03624734463428741,0,834,9,2004,843,0.5673199145601551,0.7707544366444383,0.70460427431763,0.995575221238938,0.0,0.497787610619469,2,2,69
noise_active__B1+B3__extra_trees,noise_active,target_noise_active_binary,extra_trees,Extremely randomized trees,B1+B3,B1+B3,2,28,2,2847,2,12,562,0.49557522123893805,0.5,834,2013,0.7070600632244468,0.7038988408851422,0.4977645305514158,0.826221397649969,0.7061310782241015,0.0,0.9955290611028316,0.0,1.0,0.004470938897168405,-0.03624734463428741,0,834,9,2004,843,0.5653224067541793,0.7429141777874131,0.70460427431763,0.995575221238938,0.0,0.497787610619469,2,2,69
noise_active__B1+B3__hist_gradient_boosting,noise_active,target_noise_active_binary,hist_gradient_boosting,Histogram gradient boosting,B1+B3,B1+B3,2,28,2,2847,2,12,562,0.4970501474926254,0.4979919678714859,834,2013,0.7070600632244468,0.7035475939585528,0.49751614505712866,0.825979381443299,0.7060274938315122,0.0,0.9950322901142573,0.0,1.0,0.004967709885742673,-0.03821478934954039,0,834,10,2003,844,0.510380071501666,0.7259699879492945,0.7041670001808389,0.9950421153641114,0.0,0.4975210576820557,2,2,71
noise_active__B3__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B3,B3,1,13,2,2847,2,12,940,0.454083216891787,0.4899598393574297,834,2013,0.7070600632244468,0.6585879873551106,0.47274549957649376,0.7923964117898334,0.6950168602472836,0.11235955056179775,0.9215101838052657,0.023980815347721823,0.9760191846522782,0.07848981619473423,-0.10246813839610025,20,814,158,1855,972,0.6190415774682787,0.8229280034206483,0.6603269328257988,0.9221132316878131,0.021929824561403508,0.4720215281246083,2,2,72
noise_active__B1+B3__linear_svm,noise_active,target_noise_active_binary,linear_svm,Linear support-vector machine,B1+B3,B1+B3,2,28,2,2847,2,12,562,0.4256844175335093,0.5104704532415376,834,2013,0.7070600632244468,0.6371619248331577,0.46602122177072053,0.7741089000656024,0.69140625,0.15331010452961671,0.879284649776453,0.05275779376498801,0.947242206235012,0.12071535022354694,-0.10272632137940314,44,790,243,1770,1033,0.5187522113456775,0.7099202162444891,0.639180652027618,0.8797638933314378,0.05639097744360902,0.4680774353875234,2,2,73
noise_active__B3__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B3,B3,1,13,2,2847,2,12,940,0.43827951146302335,0.4894578313253012,834,2013,0.7070600632244468,0.6547242711626273,0.4636928311300289,0.7911620990014872,0.6911655530809205,0.013071895424836602,0.9249875807252856,0.002398081534772182,0.9976019184652278,0.07501241927471436,-0.1465489740838536,2,832,151,1862,983,0.5885824872144014,0.8059758812141881,0.6565685986772087,0.9255443603321842,0.0021929824561403508,0.46386867139416227,2,2,74
noise_active__B1+B3__logistic_regression,noise_active,target_noise_active_binary,logistic_regression,Regularized logistic regression,B1+B3,B1+B3,2,28,2,2847,2,12,562,0.4111874450137142,0.47379199337030664,834,2013,0.7070600632244468,0.5904460835967685,0.443871132602115,0.7336683417085427,0.6790697674418604,0.15560165975103735,0.7978142076502732,0.08992805755395683,0.9100719424460432,0.20218579234972678,-0.13623292950070046,75,759,407,1606,1166,0.5521281931235935,0.7747077027876688,0.5930074677528853,0.7988961746691782,0.08608326371484266,0.4424897191920104,2,2,75
seizure__B1__linear_svm,seizure,target_seizure_binary,linear_svm,Linear support-vector machine,B1,B1,1,15,3,11346,3,9,9426,0.6522890497950653,0.687630281690141,10190,1156,0.1018861272695223,0.7013925612550679,0.6696384609376858,0.30057803468208094,0.19739696312364424,0.9441107338730739,0.629757785467128,0.7095191364082434,0.2904808635917566,0.370242214532872,0.21911251871748286,7230,2960,428,728,3388,0.7309205544481835,0.20115450090309855,0.7082216356210682,0.6217399599938452,0.7208853712995769,0.671312665646711,3,3,1
seizure__B1__logistic_regression,seizure,target_seizure_binary,logistic_regression,Regularized logistic regression,B1,B1,1,15,3,11346,3,9,9426,0.6600798766713025,0.6818838028169014,10190,1156,0.1018861272695223,0.689846641988366,0.6678120893337998,0.2960592118423685,0.19255789747593027,0.9445555111288818,0.6401384083044983,0.6954857703631011,0.30451422963689895,0.35986159169550175,0.21451940506002012,7087,3103,416,740,3519,0.7299933614270044,0.2017078222573423,0.6979820535588512,0.6308950094886393,0.7082637379096859,0.6695793736991626,3,3,2
seizure__B2__linear_svm,seizure,target_seizure_binary,linear_svm,Linear support-vector machine,B2,B2,1,16,3,11346,3,9,9730,0.6624116058485471,0.692450837569571,10190,1156,0.1018861272695223,0.6870262647629121,0.6869486673616512,0.3090095349289745,0.1993472257092644,0.9508352573679207,0.6868512110726643,0.6870461236506379,0.3129538763493621,0.31314878892733566,0.2369658839256971,7001,3189,362,794,3551,0.7377979293085357,0.2111845106644908,0.6357464291582312,0.71749397343181,0.6180800293819724,0.6677870014068912,3,3,3
seizure__B1+B2__linear_svm,seizure,target_seizure_binary,linear_svm,Linear support-vector machine,B1+B2,B1+B2,2,31,3,11346,3,9,8204,0.6358415492957747,0.6946153308399454,10190,1156,0.1018861272695223,0.6538868323638286,0.6546947105344476,0.27852287341539594,0.1768136225798927,0.9436180762147613,0.6557093425605537,0.6536800785083415,0.34631992149165847,0.34429065743944637,0.1930292557319267,6661,3529,398,758,3927,0.7164503329473566,0.1909715502329054,0.6767700268140774,0.653284505308509,0.6814314861644641,0.6673579957364866,3,3,4
seizure__B2__logistic_regression,seizure,target_seizure_binary,logistic_regression,Regularized logistic regression,B2,B2,1,16,3,11346,3,9,9730,0.6613169014084507,0.687037536971574,10190,1156,0.1018861272695223,0.6935483870967742,0.6832939716324098,0.30833499104833895,0.2002066649444588,0.9490301003344481,0.6704152249134948,0.6961727183513249,0.3038272816486752,0.3295847750865052,0.2338982660112921,7094,3096,381,775,3477,0.7351250123093743,0.20651590093497255,0.6413379298817073,0.7034804328871108,0.6258249059068137,0.6646526693969623,3,3,5
seizure__B1+B2__logistic_regression,seizure,target_seizure_binary,logistic_regression,Regularized logistic regression,B1+B2,B1+B2,2,31,3,11346,3,9,8204,0.632080985915493,0.6873711069943025,10190,1156,0.1018861272695223,0.6433104177683765,0.6518742508260015,0.27460118300770747,0.17318562061948903,0.9436660407337859,0.6626297577854672,0.6411187438665358,0.35888125613346417,0.3373702422145329,0.18839723206991266,6533,3657,390,766,4047,0.7137770763792441,0.18898888920077433,0.6644443004159671,0.6597728881366364,0.6664954428795621,0.6631341655080992,3,3,6
seizure__B1+B3__linear_svm,seizure,target_seizure_binary,linear_svm,Linear support-vector machine,B1+B3,B1+B3,2,28,3,11346,3,9,5548,0.6458151281065398,0.6716830985915494,10190,1156,0.1018861272695223,0.681738057465186,0.6609971102682255,0.2890332742665879,0.18710170787662503,0.9431496699447662,0.6349480968858131,0.6870461236506379,0.3129538763493621,0.36505190311418684,0.2047930440112595,7001,3189,422,734,3611,0.7277865877055666,0.2012878029904232,0.6906147987672312,0.6215097707339591,0.7013686176218802,0.6614391941779196,3,3,7
